#time	#tas
715.173184357542	210.22566883479
720.195530726257	210.647888852576
725.217877094972	211.071356544385
730.240223463687	211.496076780442
735.262569832402	211.922054454609
740.284916201117	212.349294484524
745.307262569832	212.777801811737
750.329608938548	213.207581401854
755.351955307263	213.638638244673
760.374301675978	214.070977354323
765.396648044693	214.504603769413
770.418994413408	214.939522553167
775.441340782123	215.375738793575
780.463687150838	215.813257603532
785.486033519553	216.252084120988
790.508379888268	216.692223509091
795.530726256983	217.133680956339
800.553072625698	217.576461676727
805.575418994413	218.020570909895
810.597765363129	218.466013921283
815.620111731844	218.912796002277
820.642458100559	242.443058943529
825.664804469274	242.359794153992
830.687150837989	242.276500748288
835.709497206704	242.193178696893
840.731843575419	242.109827970232
845.754189944134	242.026448538678
850.776536312849	241.943040372554
855.798882681564	241.859603442131
860.821229050279	241.776137717631
865.843575418994	241.692643169222
870.86592178771	241.609119767021
875.888268156425	241.525567481094
880.91061452514	241.441986281455
885.932960893855	241.358376138067
890.95530726257	241.274737020838
895.977653631285	241.191068899626
901	241.107371744238
906.022346368715	241.023645524426
911.04469273743	240.93989020989
916.067039106145	240.856105770279
921.08938547486	240.772292175188
926.111731843575	240.688449394157
931.134078212291	240.604577396677
936.156424581006	240.520676152184
941.178770949721	240.436745630059
946.201117318436	240.352785799631
951.223463687151	240.268796630177
956.245810055866	240.184778090918
961.268156424581	240.100730151021
966.290502793296	240.0166527796
971.312849162011	239.932545945716
976.335195530726	239.848409618373
981.357541899441	239.764243766523
986.379888268156	239.680048359063
991.402234636872	239.595823364834
996.424581005587	239.511568752623
1001.4469273743	239.427284491163
1006.46927374302	239.342970549132
1011.49162011173	239.25862689515
1016.51396648045	239.174253497784
1021.53631284916	239.089850325546
1026.55865921788	239.005417346892
1031.58100558659	238.920954530221
1036.60335195531	238.836461843878
1041.62569832402	238.751939256149
1046.64804469274	238.667386735268
1051.67039106145	238.582804249409
1056.69273743017	238.498191766692
1061.71508379888	238.413549255179
1066.7374301676	238.328876682876
1071.75977653631	238.244174017732
1076.78212290503	238.159441227639
1081.80446927374	238.074678280432
1086.82681564246	237.989885143888
1091.84916201117	237.905061785728
1096.87150837989	237.820208173614
1101.8938547486	237.73532427515
1106.91620111732	237.650410057885
1111.93854748603	237.565465489306
1116.96089385475	237.480490536845
1121.98324022346	237.395485167874
1127.00558659218	237.310449349708
1132.02793296089	237.225383049602
1137.05027932961	237.140286234752
1142.07262569832	237.055158872297
1147.09497206704	236.970000929316
1152.11731843575	236.884812372828
1157.13966480447	236.799593169794
1162.16201117318	236.714343287114
1167.1843575419	236.629062691631
1172.20670391061	236.543751350125
1177.22905027933	236.458409229318
1182.25139664804	236.373036295872
1187.27374301676	236.287632516387
1192.29608938548	236.202197857406
1197.31843575419	236.116732285408
1202.34078212291	236.031235766814
1207.36312849162	235.945708267981
1212.38547486034	235.860149755208
1217.40782122905	235.774560194731
1222.43016759777	235.688939552726
1227.45251396648	235.603287795308
1232.4748603352	235.517604888528
1237.49720670391	235.431890798376
1242.51955307263	235.346145490782
1247.54189944134	235.260368931612
1252.56424581006	235.174561086671
1257.58659217877	235.0887219217
1262.60893854749	235.002851402378
1267.6312849162	234.916949494322
1272.65363128492	234.831016163087
1277.67597765363	234.745051374162
1282.69832402235	234.659055092975
1287.72067039106	234.57302728489
1292.74301675978	234.486967915208
1297.76536312849	234.400876949165
1302.78770949721	234.314754351935
1307.81005586592	234.228600088626
1312.83240223464	234.142414124283
1317.85474860335	234.056196423887
1322.87709497207	233.969946952353
1327.89944134078	233.883665674534
1332.9217877095	233.797352555214
1337.94413407821	233.711007559115
1342.96648044693	233.624630650894
1347.98882681564	233.538221795141
1353.01117318436	233.451780956382
1358.03351955307	233.365308099076
1363.05586592179	233.278803187616
1368.0782122905	233.19226618633
1373.10055865922	233.10569705948
1378.12290502793	233.019095771261
1383.14525139665	232.932462285801
1388.16759776536	232.845796567162
1393.18994413408	232.759098579338
1398.21229050279	232.672368286257
1403.23463687151	232.585605651781
1408.25698324022	232.498810639701
1413.27932960894	232.411983213744
1418.30167597765	232.325123337566
1423.32402234637	232.238230974759
1428.34636871508	232.151306088842
1433.3687150838	232.06434864327
1438.39106145251	231.977358601427
1443.41340782123	231.890335926629
1448.43575418994	231.803280582124
1453.45810055866	231.716192531089
1458.48044692737	231.629071736634
1463.50279329609	231.541918161798
1468.5251396648	231.454731769551
1473.54748603352	231.367512522792
1478.56983240223	234.245391927743
1483.59217877095	234.245391927743
1488.61452513966	234.245391927743
1493.63687150838	234.245391927743
1498.6592178771	234.245391927743
1503.68156424581	234.245391927743
1508.70391061453	234.245391927743
1513.72625698324	234.245391927743
1518.74860335196	234.245391927743
1523.77094972067	234.245391927743
1528.79329608939	234.245391927743
1533.8156424581	234.245391927743
1538.83798882682	234.245391927743
1543.86033519553	234.245391927743
1548.88268156425	234.245391927743
1553.90502793296	234.245391927743
1558.92737430168	234.245391927743
1563.94972067039	234.245391927743
1568.97206703911	234.245391927743
1573.99441340782	234.245391927743
1579.01675977654	234.245391927743
1584.03910614525	234.245391927743
1589.06145251397	234.245391927743
1594.08379888268	234.245391927743
1599.1061452514	234.245391927743
1604.12849162011	234.245391927743
1609.15083798883	234.245391927743
1614.17318435754	234.245391927743
1619.19553072626	234.245391927743
1624.21787709497	234.245391927743
1629.24022346369	234.245391927743
1634.2625698324	234.245391927743
1639.28491620112	234.245391927743
1644.30726256983	234.245391927743
1649.32960893855	234.245391927743
1654.35195530726	234.245391927743
1659.37430167598	234.245391927743
1664.39664804469	234.245391927743
1669.41899441341	234.245391927743
1674.44134078212	234.245391927743
1679.46368715084	234.245391927743
1684.48603351955	234.245391927743
1689.50837988827	234.245391927743
1694.53072625698	234.245391927743
1699.5530726257	234.245391927743
1704.57541899441	234.245391927743
1709.59776536313	234.245391927743
1714.62011173184	234.245391927743
1719.64245810056	234.245391927743
1724.66480446927	234.245391927743
1729.68715083799	234.245391927743
1734.7094972067	234.245391927743
1739.73184357542	234.245391927743
1744.75418994413	234.245391927743
1749.77653631285	234.245391927743
1754.79888268156	234.245391927743
1759.82122905028	234.245391927743
1764.84357541899	234.245391927743
1769.86592178771	234.245391927743
1774.88826815642	234.245391927743
1779.91061452514	234.245391927743
1784.93296089385	234.245391927743
1789.95530726257	234.245391927743
1794.97765363129	234.245391927743
1800	234.245391927743
1805	234.245391927743
